title,year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
3 Days to Kill,2014,123,28000000,6.2,69254,PG-13,1,0,0,1,0,0,0
3 Deewarein,2003,115,,7.9,1748,,0,0,0,1,0,0,0
3 Directions in Australian Pop Music: Australian Colour Diary 43,1972,11,,5.8,14,,0,0,0,0,1,0,1
3 Doors of Horrors,2013,45,,5.3,22,,0,0,0,0,0,0,0
3 Dumb Clucks,1937,17,,7.3,362,,0,0,1,0,0,0,1
3 Easy Payments,2007,87,15000,7.2,9,,0,0,1,0,0,1,0
3 Feet Under: Digging Deep for the Geoduck,2003,63,,8.7,28,,0,0,0,0,1,0,0
3 Geezers!,2013,81,1000000,3.4,595,,0,0,1,0,0,0,0
3 Girls and the Golden Cocoon,2005,100,,7.4,14,,0,0,0,0,0,0,0
3 Godfathers,1948,106,1243000,7.2,6137,,0,0,0,1,0,0,0
3 Holiday Tails,2011,88,,5.7,353,,0,0,1,0,0,1,0
3 Hours,2010,15,,7.4,19,,1,0,0,1,0,0,1
3 Idiots,2009,170,,8.4,206938,PG-13,0,0,1,1,0,0,0
3 Idiots w/ GUNS,2000,85,,9.4,8,,0,0,0,0,0,0,0
3 Joes,1991,27,,7,8,,0,0,0,0,0,0,1
3 Knee Deep,2016,90,250000,4.3,26,,1,0,0,0,0,0,0
3 Little Ninjas and the Lost Treasure,1990,100,,1.6,673,,1,0,1,0,0,0,0
3 Magic Words,2010,71,65000,7.3,51,,0,0,0,0,1,0,0
3 Men and a Baby,1987,102,11000000,5.9,36874,,0,0,1,1,0,0,0
3 Men and a Little Lady,1990,104,,5.2,17493,,0,0,1,1,0,1,0
3 Men in White,1944,85,,5.8,115,,0,0,1,1,0,0,0
3 Mile Limit,2014,105,,7.3,46,,0,0,0,1,0,1,0
3 Minute Gaps,2011,71,,7.8,53,,1,0,0,0,1,0,0
3 Minute Wonder,2005,3,,5,8,,0,0,0,0,0,0,1
3 Minute Wonder: Westi,2007,3,,8.2,19,,0,1,0,0,0,0,1
3 Minutes, Ten Bullets,2015,98,,7.3,14.5,,0,0,0,1,1,0
3 Minutos,1999,6,,6.2,39,,0,0,0,0,0,0,1
3 Minutos,2014,75,,6.9,7,,0,0,0,0,1,0,0
3 Misses,1998,11,,6.5,178,,0,1,1,0,0,0,1
3 Missing Links,1927,10,,5.8,5,,0,0,1,0,0,0,1
3 Nafas Likas,2014,120,1000000,7.8,20,,0,0,0,1,0,0,0
3 Needles,2005,127,,6.7,1198,,0,0,0,1,0,0,0
3 Needs,2011,10,,7.4,5,,0,0,0,1,0,0,1
3 Nights in the Desert,2014,90,,5.8,1851,R,0,0,0,1,0,0,0
3 Ninjas,1992,87,6500000,5.2,16328,PG,1,0,1,0,0,0,0
3 Ninjas Kick Back,1994,99,20000000,4.3,6692,PG,1,0,1,0,0,0,0
3 Ninjas Knuckle Up,1995,85,,4.1,4224,PG-13,1,0,1,0,0,0,0
3 Ninjas: High Noon at Mega Mountain,1998,93,,2.7,9013,PG,1,0,1,0,0,0,0
3 Nuts in Search of a Bolt,1964,78,,5.3,104,,0,0,1,0,0,0,0
3:00 PM,2008,33,,5.2,28,,0,0,0,1,0,0,1
3 Peaks 3 Weeks,2008,52,,8.2,5,,0,0,0,0,1,0,0
3 References,2013,90,,4.2,6,,0,0,1,1,0,1,0
3 Ring Circus,1954,103,,6,465,,0,0,1,0,0,0,0
3 Ring Wing-Ding,1968,6,,4.7,40,,0,1,1,0,0,0,1
3 Rounds,2005,12,3000,5.9,7,,0,0,0,1,0,0,1
3 Scream Queens,2014,75,1000000,6,22,,0,0,0,0,0,0,0
3 Seconds,2016,2,,4.6,17,,0,0,0,0,0,0,1
3 Sein,2009,14,,5.6,7,,0,0,0,0,0,0,1
3 Shots,2010,14,,7,9,,0,0,1,0,0,0,1
3 Sisters,2005,3,15000,8.7,21,,0,0,0,1,0,0,1
3 Still Standing,2014,90,,8,12,,0,0,1,0,1,0,0
3 Stories About Evil,2008,22,,8.3,34,,0,0,0,0,0,0,1
3 Strikes,2000,82,6000000,4,1414,,0,0,1,0,0,0,0
3 Tage 44,2000,21,,6.9,8,,0,0,0,0,0,0,1
3 Things,2009,19,,7.5,6,,0,0,0,1,0,0,1
3 Times a Charm,2011,87,2000000,5.3,264,,0,0,1,0,0,0,0
3 Trken & ein Baby,2015,95,,5.2,351,,0,0,1,0,0,0,0
3 Weeks After Paradise,2002,51,,4.9,12,,0,0,0,0,0,0,0
3 Weeks to Daytona,2011,82,50000,6.1,68,,0,0,0,1,0,0,0
3 Wheels,2009,16,17000,7.3,7,,0,0,1,1,0,1,1
3 Wicked Witches,2014,75,1000000,4.6,23,,0,0,0,0,0,0,0
3 Wishes,2006,4,,7.6,18,,0,0,1,0,0,0,1
3 Women,1977,124,1500000,7.9,9335,,0,0,0,1,0,0,0
3 Yol,2013,116,,6.4,91,,0,0,0,1,0,0,0
3 al Rescate,2011,80,,7.1,38,,0,1,0,0,0,0,0
3 amis,2007,93,,5.5,251,,0,0,1,0,0,0,0
3 coeurs,2014,106,,5.9,1455,PG-13,0,0,0,1,0,1,0
3 colpi di Winchester per Ringo,1966,100,,4.8,111,,0,0,0,0,0,0,0
3 days of cinema,2013,97,,9,14,,0,0,0,0,1,0,0
3 dev adam,1973,81,,4.8,386,,1,0,0,0,0,0,0
3 dni bez wyroku,1991,95,,5.9,30,,0,0,0,1,0,0,0
3 dni wolnosci,2011,27,,6.7,6,,0,0,0,1,1,0,1
3 go shou shang de jing cha,1996,95,,6.8,38,,0,0,0,0,0,0,0
3 harfliler: Marid,2010,80,,3.9,490,,0,0,0,0,0,0,0
3 hati dua dunia, satu cinta,2010,100,,7.2,14.5,,0,0,1,0,0,1
3 histoires d'Indiens,2014,71,,6.4,26,,0,0,0,1,0,0,0
3 hommes  abattre,1980,93,,6.1,859,,1,0,0,1,0,0,0
3 hommes et un couffin,1985,106,,6.6,2653,,0,0,1,0,0,0,0
3 in a Bed,2014,81,,5.5,74,,0,0,1,1,0,0,0
3 in a Towel,1969,70,,4.4,8,,0,0,0,0,0,1,0
3 ju zhi lian,1999,60,,5.4,48,,0,0,0,0,0,1,0
3 klter,2005,104,,5.4,108,,0,0,0,1,0,1,0
3 metros bajo tierra,2001,90,,6.1,10,,1,0,0,0,0,0,0
3 minutos,2012,4,,7.1,7,,0,0,1,0,0,0,1
3 noches,2001,105,,6.9,25,,0,0,0,0,0,0,0
3 notti d'amore,1964,113,,6.3,27,,0,0,1,1,0,0,0
3 of a Kind,2008,23,,7.5,6,,0,0,1,0,0,0,1
3 of a Kind,2012,106,,6.1,98,,0,0,0,1,0,0,0
3 pazeste,2003,105,30000,5.8,20,,0,0,1,0,0,0,0
3 pejantan tanggung,2010,82,,4,8,,0,0,1,1,0,0,0
3 petites filles,2004,102,,5.4,122,,0,0,0,0,0,0,0
3 pistole contro Cesare,1967,86,,6.5,45,,0,0,0,0,0,0,0
3 pocong idiot,2012,80,,4.6,24,,0,0,1,0,0,0,0
3 ronden,1997,25,,7.1,7,,0,0,0,0,0,0,1
3 saat,2008,118,,7.9,32,,0,0,0,0,1,0,0
3 saisons,2009,100,,7.2,47,,0,0,0,1,0,0,0
3 sevgilim,1979,67,,3.6,10,,1,0,1,0,0,0,0
3 sezny v pekle,2009,110,4500000,6.4,299,,0,0,0,1,0,1,0
3 slags krlighed,1970,83,,5,35,,0,0,0,1,0,0,0
3 trelloi gia desimo,1969,99,,5.2,9,,0,0,1,0,0,0,0
3 zan,2008,94,,5.9,262,,0,0,0,1,0,0,0
3 zros,2002,98,,4.4,954,,0,0,1,0,0,0,0
3) Six Easy Pieces,2010,10,,8.2,9,,0,0,0,0,0,0,1
3+3,2015,88,,5,5,,0,0,1,0,0,0,0
3-1=0,2014,24,,7.9,33,,0,0,0,1,0,0,1
3-4 x jgatsu,1990,96,,6.8,4489,,1,0,1,1,0,0,0
3-D Rarities,2015,147,,8.2,106,,0,0,0,0,1,0,0
3-Day Weekend,2008,84,,4.8,735,,0,0,0,1,0,0,0
3-Iron,2010,15,,7,5,,0,0,1,1,0,0,1
3-Minute 4-Play,2005,3,,6.3,49,,0,0,0,0,0,0,1
3. November 1918,1965,97,,8.2,8,,0,0,0,1,0,0,0
3.11 Sense of Home,2011,75,,6.4,14,,0,1,0,1,1,0,0
3.11: Surviving Japan,2013,90,204678,8.7,71,,0,0,0,0,1,0,0
3.14...,2014,86,100000,5.3,15,,0,0,0,0,0,0,0
3.5,2013,107,,7.7,13,,0,0,0,1,0,0,0
03-Apr,2014,80,,5.3,6,,0,0,0,1,0,0,0
3/60: Bume im Herbst,1960,5,,6.1,84,,0,0,0,0,0,0,1
30 Beats,2012,88,1000000,4.1,751,R,0,0,1,0,0,1,0
30 Cuts Deep,2013,14,10000,8.5,6,,1,0,0,0,0,0,1
30 Days,1999,87,,5.2,70,,0,0,1,0,0,1,0
30 Days,2011,35,,9.2,6,,0,0,0,1,0,1,1
30 Days in the Bowl,2010,42,,8.5,6,,0,0,0,0,1,0,0
30 Days of Night,2007,113,32000000,6.6,138269,R,0,0,0,0,0,0,0
30 Days to Die,2009,85,500000,2.6,248,,0,0,0,0,0,0,0
30 Days with My Brother,2016,106,,7.1,12,,0,0,0,1,0,0,0
30 Door Key,1991,90,,6,204,,0,0,0,1,0,0,0
30 Frames a Second: The WTO in Seattle,2000,73,,6.8,35,,0,0,0,0,1,0,0
30 Girls 30 Days,2012,82,,6.5,38,,0,0,1,0,0,0,0
30 Is a Dangerous Age, Cynthia,1968,85,,5.6,14.5,,0,0,1,0,0,1
30 Love,2009,4,,6.7,7,,0,0,1,1,0,1,1
30 Milligram,2014,76,,7.5,14,,0,0,0,1,0,0,0
30 Minutes or Less,2011,83,28000000,6.1,77832,R,1,0,1,0,0,0,0
30 Minutes, Mister Plummer,1963,28,,5.6,0,,0,0,0,0,1,0
30 Monedas,2014,90,,3.9,25,,0,0,0,1,0,0,0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,80,3000000,2.6,2970,R,0,0,1,0,0,0,0
30 Second Horror Film,2010,1,,8,5,,0,0,1,0,0,0,1
30 Second Romantic Comedy,2011,1,,6.6,10,,0,0,1,0,0,1,1
30 Second Western,2010,1,,8.1,8,,1,0,0,0,0,0,1
30 Seconds,2006,8,,7.2,8,,0,0,1,0,0,0,1
30 Seconds,2010,12,,6.2,18,,0,0,0,1,0,0,1
30 Seconds 2 Late,2012,4,,5.9,7,,0,0,0,1,0,0,1
30 Seconds Away: Breaking the Cycle,2015,80,,9.6,17,,0,0,0,0,1,0,0
30 Seconds Over Moscow,2002,1,,5,9,,0,0,0,0,0,0,1
30 Sekunden Schweiz,2005,1,,6.3,6,,0,0,0,0,0,0,1
30 Winchester per El Diablo,1965,95,,4.6,51,,1,0,0,0,0,1,0
30 Years of Fun,1963,85,,6.6,48,,0,0,1,0,0,0,0
30 Years to Life,2001,110,,6,228,R,0,0,1,1,0,1,0
30 ans,2000,105,,5.2,26,,0,0,1,1,0,0,0
30 aos de oscuridad,2012,85,,7.3,60,,0,1,0,1,0,0,0
30 couleur,2012,92,,5.3,70,,0,0,1,0,0,0,0
30 minutes par jour,2013,6,,6.7,9,,1,0,1,0,0,0,1
30 panen a Pythagoras,1977,68,,6.1,43,,0,0,1,0,0,1,0
30 secondi d'amore,1936,66,,7,5,,0,0,1,0,0,1,0
30, Still Single: Contemplating Suicide,1998,91,,7.3,34.5,,0,0,1,0,0,0
30-Love,2013,15,,9,27,,0,0,1,0,0,0,1
30. Januar 1945,1965,146,,5.5,10,,0,0,0,0,0,0,0
300,2006,117,65000000,7.7,606548,R,1,0,0,1,0,0,0
300 000 Kilomtres/Seconde,2013,19,,6.8,12,,0,0,0,0,0,0,1
300 Killers,2010,75,10000,2.1,145,,1,0,0,0,0,0,0
300 Pounds,2007,5,,5.4,27,,0,0,1,0,0,0,1
300 Worte Deutsch,2013,90,,5.7,352,,0,0,1,0,0,0,0
300 hommes,2014,82,,7.3,10,,0,0,0,0,1,0,0
300 mil do nieba,1989,90,,7.3,429,,0,0,0,1,0,0,0
300.000 peng az utcn,1937,81,,5.7,31,,0,0,1,0,0,0,0
3000,2016,20,,9.8,6,,0,0,0,1,0,0,1
3000 Layla,2015,103,,7,124,,0,0,0,1,0,0,0
3000 Miles,2007,105,,6.2,339,,0,0,0,0,1,0,0
3000 Miles to Graceland,2001,125,42000000,5.9,38059,R,1,0,1,0,0,0,0
3001: A Penis Odyssey,2007,10,0,4.6,7,,0,0,0,0,0,0,1
300: Rise of an Empire,2014,102,110000000,6.2,224925,R,1,0,0,1,0,0,0
301,302,1995,100,,6.6,4.5,,0,0,0,0,0,0
3022 Ft.,2015,65,10000,9.9,14,,0,0,0,0,1,0,0
303,2005,21,,8.4,37,,0,0,0,1,0,0,1
303 Fear Faith Revenge,1999,90,,5.8,175,,0,0,0,0,0,0,0
305,2008,84,250000,3.3,819,PG-13,0,0,1,0,0,0,0
3055 Jean Leon,2006,93,,7,25,,0,0,0,0,1,0,0
306,2010,10,,5.2,127,,0,0,0,1,0,0,1
307,2010,6,,7.9,8,,0,0,1,1,0,1,1
308,2013,122,,7,56,,0,0,0,0,0,0,0
3096 Tage,2013,111,,6.3,5299,,0,0,0,1,0,0,0
30:e november,1995,116,,4,732,,0,0,0,1,0,0,0
31,2003,28,,5.1,60,,0,0,0,0,0,0,1
31,2016,102,,6.8,380,R,0,0,0,0,0,0,0
31 Min.,2004,31,,8.8,8,,1,0,0,0,0,0,1
31 North 62 East,2009,105,3100000,4.2,274,R,0,0,0,0,0,0,0
31 and Counting,2009,19,0,6.5,6,,0,0,0,0,1,0,1
31 minutos, la pelcula,2008,87,,6.9,14.5,,0,0,1,0,0,0
31/75: Asyl,1975,8,,5.6,286,,0,0,0,0,0,0,1
311,2011,111,,7,7,,0,0,0,0,1,0,0
3113,2012,6,,7.4,5,,0,0,0,0,0,0,1
313,2008,110,,7.8,79,,0,0,0,1,0,0,0
316,2015,72,,6.8,31,,0,0,0,1,0,1,0
31st October,2015,109,,7,21,,0,0,0,1,0,0,0
32 Hours 7 minutes,2013,101,800000,8.4,93,,0,0,0,0,1,0,0
32 Thun-wah,2009,90,,6.6,46,,0,0,1,0,0,1,0
32 dicembre,1988,109,,7.1,91,,0,0,0,0,0,0,0
32. decembar,2009,88,,7.2,79,,0,0,0,1,0,1,0
32/76: An W+B,1976,7,,6.1,29,,0,0,0,0,0,0,1
322,1969,95,,7.1,122,,0,0,0,1,0,0,0
322,2016,10,,8,12,,0,0,0,0,0,0,1
32A,2007,89,,6.6,314,,0,0,0,1,0,0,0
32aam Adhyayam 23aam Vaakyam,2015,116,,6.3,117,,0,0,0,0,0,0,0
33,2002,74,,6.4,33,,0,0,0,0,1,0,0
33,2008,15,,8,8,,0,0,0,0,0,0,1
33 1/2,2004,12,0,7.5,13,,0,0,1,0,0,1,1
33 Days,2012,90,,5.4,111,,1,0,0,1,0,0,0
33 Days,2014,90,,6.6,79,,0,0,0,0,1,0,0
33 Postcards,2011,97,,6.2,820,,0,0,0,1,0,0,0
33 Teeth,2011,8,,5,208,,0,0,1,1,0,0,1
33 sceny z zycia,2008,100,,6.4,698,,0,0,0,1,0,0,0
337,2014,19,,7.9,7,,0,0,0,0,0,0,1
3371,2008,10,25000,5.9,10,,0,0,0,0,0,0,1
339 Amin Abel Hasbun. Memoria de un crimen.,2014,96,300000,7.2,6,,0,0,0,1,0,0,0
33X Around the Sun,2005,83,,7,12,,0,0,0,0,0,0,0
34,2007,20,,7,7,,0,0,0,1,0,0,1
34-y skoryy,1983,83,,6.8,60,,1,0,0,1,0,0,0
34/77: Tschibo,1977,2,,5.8,12,,0,0,0,0,0,0,1
3461,2005,5,,4.2,5,,0,0,0,0,0,0,1
34x25x36,2008,7,5000,5.7,9,,0,0,0,0,1,0,1
35 Aside,1996,27,,7.2,180,,0,0,1,0,0,0,1
35 Cows and a Kalashnikov,2014,83,,6.9,50,,0,0,0,0,1,0,0
35 Miles from Normal,1997,99,,4.7,69,,0,0,0,1,0,0,0
35 Year Old Man,2012,6,,8.9,9,,0,0,0,1,0,0,1
35 and Ticking,2011,104,,5.8,1156,R,0,0,1,0,0,1,0
35 anos depois, O movimento das coisas,2015,37,,7.2,24.5,,0,0,0,0,1,0
35 rhums,2008,100,,7,3127,,0,0,0,1,0,0,0
357 magnum,1979,85,,4.6,18,,1,0,0,1,0,0,0
36,2009,11,,5.7,9,,0,0,0,0,0,0,1
36,2012,68,,7.1,247,,0,0,0,1,0,0,0
36 China Town,2006,140,,5.5,2822,,0,0,1,0,0,0,0
36 Chowringhee Lane,1981,122,,7.6,285,,0,0,0,1,0,1,0
36 Hours,1953,85,,5.4,133,,0,0,0,1,0,0,0
36 Hours,1964,115,,7.4,2672,,0,0,0,0,0,0,0
36 Hours to Kill,1936,66,,6.6,58,,0,0,0,1,0,1,0
36 Immortals,2008,27,50000,6.9,15,,0,0,0,0,1,0,1
36 Quai des Orfvres,2004,111,,7.2,13916,,1,0,0,1,0,0,0
36 Questions,2015,7,,7,15,,0,0,1,0,0,0,1
36 Saints,2013,81,,2.7,239,R,0,0,0,0,0,0,0
36 Vayadhinile,2015,115,,7.2,386,,0,0,0,1,0,0,0
36 fillette,1988,88,,6,864,,0,0,0,1,0,1,0
36 ore all'inferno,1969,93,,5.1,49,,1,0,0,1,0,0,0
36 pasos,2006,98,5000,4.7,240,,0,0,0,0,0,0,0
36 vues du Pic Saint Loup,2009,84,,6.2,546,,0,0,1,1,0,0,0
36/78: Rischart,1978,3,,5.4,14,,0,0,0,0,0,0,1
360,2010,9,,7.1,9,,0,0,0,0,0,0,1
360,2011,110,,6.2,13184,R,0,0,0,1,0,1,0
3600,2011,10,0,5.7,6,,0,0,0,1,0,0,1
3600 Frames,2010,3,,3.2,13,,0,1,0,0,0,0,1
3615 code Pre Nol,1989,87,,6.1,354,,1,0,0,0,0,0,0
364 Cranes,2008,14,2500,8.6,24,,0,0,0,1,0,0,1
365 Boots on Ground,2005,110,0,8.6,33,,0,0,0,0,1,0,0
365 Days: A Year in Happy Valley,2013,99,700000,6.6,12,,0,0,0,0,1,0,0
365 Nights in Hollywood,1934,77,,6.3,72,,0,0,1,0,0,0,0
366 Tage,2011,12,,7.6,32,,0,1,0,0,0,0,1
3665,2013,15,,7.8,13,,0,0,0,0,0,0,1
3688,2015,98,,6.4,28,,0,0,0,1,0,0,0
36K,2000,83,,7.8,48,,0,0,0,0,0,0,0
37,2010,100,,6.6,16,,0,0,0,1,0,0,0
37,2016,85,,6.2,19,,0,0,0,1,0,0,0
37 Uses for a Dead Sheep,2006,84,,7.3,160,,0,0,0,0,1,0,0
37 og et halvt,2005,101,,4.8,326,,0,0,1,1,0,0,0
37 ohne Zwiebeln,2006,14,,7.3,48,,0,0,0,0,0,0,1
37/78: Tree Again,1978,3,,5.8,61,,0,0,0,0,0,0,1
3719 Broadleaf Road,2004,15,,8.9,12,,0,0,0,0,0,0,1
372 le matin,1986,185,,7.4,13386,,0,0,0,1,0,1,0
374 S,2013,12,,6.7,42,,0,0,0,1,0,1,1
38,2006,70,,8.9,7,,0,0,0,0,1,0,0
38,2014,87,,8.6,85,,0,0,0,0,1,0,0
38 popugaev,1976,8,,7.6,522,,0,1,0,0,0,0,1
38 tmoins,2012,104,,6.2,1029,,0,0,0,1,0,0,0
38,5,2010,10,,5.6,4.5,,0,0,0,0,1,0
38-39,2012,8,,6.3,27,,1,1,1,0,0,0,1
38. expansiva,1996,85,,3.4,5,,1,0,0,1,0,0,0
38/79: Sentimental Punk,1979,5,,5.5,20,,0,0,0,0,0,0,1
3801 Lancaster: American Tragedy,2015,57,45000,9.5,10,,0,0,0,1,1,0,1
381 East Cordova Street,2011,3,,3.8,6,,1,1,0,0,1,0,1
388 Arletta Avenue,2011,87,,4.9,1577,,0,0,0,0,0,0,0
388 Arletta Avenue Xtra,2012,4,,6.4,8,,0,0,0,0,0,0,1
38:50:00,2010,18,,8,30,,0,0,0,1,0,0,1
38news: Marionette Mayhem,2005,5,,9,9,,0,0,1,0,0,0,1
39 Pounds of Love,2005,70,,6.8,237,,0,0,0,0,1,1,0
39 Stripes,1979,61,,4.8,9,,0,0,0,1,0,0,0
39 Times,2007,5,1000,4.3,10,,0,0,1,0,0,0,1
39 keih dai sanjky j,1999,133,,7,111,,0,0,0,1,0,0,0
39/81: Which Way to CA?,1981,3,,6.8,6,,0,0,0,0,1,0,1
39: A Film by Carroll McKane,2006,90,200000,6.3,28,,0,0,0,0,0,0,0
3: Alif, Lam, Mim,2015,123,,24.5,44.5,,1,0,0,1,0
3:00,2015,6,,7.1,8,,0,0,0,0,0,0,1
3:05,2006,1,,5.7,19,,0,0,0,0,0,0,1
3:10 to Yuma,1957,92,,7.6,14447,,0,0,0,1,0,0,0
3:10 to Yuma,2007,122,55000000,7.8,237612,R,0,0,0,1,0,0,0
3:13 Three Thirteen,2014,85,60000,9.2,19,,0,0,0,1,0,0,0
3:15,1986,86,,5.5,441,,0,0,0,1,0,0,0
3:16,2006,19,25000,5.7,9,,0,0,0,1,0,0,1
3:20,2006,8,5000,9,17,,0,0,0,1,0,0,1
3:33 a.m.,2015,139,10000,5.2,17,,0,0,1,0,0,0,0
3:59 Freude,2008,4,,5.9,8,,0,1,0,0,0,0,1
3:am,2005,21,,8.2,13,,0,0,0,0,0,0,1
3AM Eternal,2001,17,15000,5.2,13,,1,0,0,0,0,0,1
3Am,2013,14,,6.5,8,,0,0,0,1,0,0,1
3D,2000,24,,6.1,15,,0,0,0,0,0,0,1
3D Bikini Beach Babes Issue #1,2012,157,10000,6.3,10,,0,0,0,0,0,0,0
3D Bikini Beach Babes Issue #2,2012,151,,7.1,11,,0,0,0,0,0,0,0
3D Rou pu tuan: Ji le bao jian,2011,112,2580000,4.4,1896,,0,0,1,1,0,0,0
3D Saamri,1985,102,,6.1,41,,0,0,0,0,0,0,0
3G - A Killer Connection,2013,125,,3.6,917,,0,0,0,0,0,0,0
3GF: Tre Giorni Famoso,2013,39,,9.1,7,,0,0,1,0,0,0,1
3OHA - The Zone,2012,20,,7.1,8,,0,0,0,1,0,0,1
3V Man,2009,2,25000,7.4,7,,0,0,0,0,0,0,1
3azima,2003,5,,7,8,,0,0,0,1,0,0,1
3faltig,2010,95,,5.3,311,,0,0,1,0,0,0,0
3m,2005,5,,8.4,5,,0,0,0,0,0,0,1
3rd Ave. El,1955,10,,6.9,32,,0,0,0,0,0,0,1
3rd Street Blackout,2015,87,,7.5,26,,0,0,1,0,0,1,0
3rd of July,2008,20,10000,7.3,6,,0,0,0,1,0,0,1
3some,2005,25,15000,7.2,32,,0,0,0,1,0,0,1
3x3,2009,6,,6.9,225,,0,0,1,1,0,0,1
3x3D,2013,70,,5.9,241,,0,0,1,1,0,0,0
4,1998,10,,5.2,8,,0,0,0,1,0,0,1
4,2004,126,,6.7,1716,,0,0,0,1,0,0,0
4 1/4,2005,12,10000,8.5,34,,0,0,0,0,0,0,1
4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1958,16,,7.6,51,,0,0,0,0,1,0,1
4 Better 4 Worse,2010,22,,7.9,9,,0,0,1,0,0,0,1
4 Bhanrion,2013,15,,7.4,7,,0,0,1,1,0,0,1
4 Certain Deaths,2007,26,10000,9.4,5,,0,0,0,0,1,0,1
4 Clowns,1970,97,,7.5,118,,0,0,1,0,0,0,0
4 Conversations About Love,2007,15,,6.4,11,,0,0,0,1,0,0,1
4 Copas,2008,110,,6,114,,0,0,0,0,0,1,0
4 Devils,1928,97,,7.4,99,,0,0,0,1,0,0,0
4 Dollars,2006,10,1000,4.9,15,,0,0,1,0,0,0,1
4 Elements,2006,89,,7.7,189,,0,0,0,0,1,0,0
4 Faces,2011,28,25000,8.4,7,,0,0,1,0,0,0,1
4 Freunde und 4 Pfoten,2003,76,,6.1,27,,0,0,0,0,0,0,0
4 Geschichten ber 5 Tote,1998,97,,7.8,18,,0,0,0,0,0,0,0
4 Knige,2015,98,,6.9,249,,0,0,0,1,0,0,0
4 Little Girls,1997,102,,7.9,2092,,0,0,0,0,1,0,0
4 Minutes,2009,113,,6.9,9,,0,0,1,0,0,0,0
4 Minutes,2010,8,0,8.8,10,,0,0,0,1,0,0,1
4 More Days,2003,18,,7.3,9,,0,0,0,1,0,0,1
4 Nights in the Hamptons,2014,87,,5.1,67,,0,0,1,1,0,1,0
4 P.M.,2000,15,,6.4,60,,0,0,0,1,0,0,1
4 Pictures,2010,16,5000,5.9,15,,0,0,1,1,0,1,1
4 Play,2014,83,,1.6,10,,0,0,0,0,0,0,0
4 Pounds,2011,8,,6.4,14,,0,0,1,0,0,0,1
4 Schlssel,1966,107,,7.5,67,,0,0,0,0,0,0,0
4 Second Delay,1998,26,,5.6,18,,0,0,0,1,0,0,1
4 Tage im Mai,2011,97,,6.3,564,,0,0,0,1,0,0,0
4 Vertigo,2000,9,,6.4,10,,0,0,0,0,0,0,1
4 a.m.: Open All Night,1999,15,,6.1,71,,0,0,0,0,0,0,1
4 and a Half Terrorists,2008,24,,8.5,10,,0,0,1,0,0,0,1
4 aos, 8 tequilas y 2 cartas despues,2005,7,,5,0,,0,0,0,0,0,0
4 aventures de Reinette et Mirabelle,1987,95,,7.9,1199,,0,0,1,1,0,1,0
4 contra el crimen,1968,90,,6.1,10,,1,0,0,1,0,0,0
4 de julio,2007,101,,7.8,18,,0,0,0,0,1,0,0
4 for Texas,1963,124,4520000,5.6,2220,,0,0,1,0,0,0,0
4 hombres y un ataud,1996,97,,5.7,31,,0,0,1,0,0,0,0
4 inyong shiktak,2003,127,,5.9,1233,,0,0,0,1,0,0,0
4 luni, 3 saptamni si 2 zile,2007,113,,7.9,24.5,,0,0,0,1,0,0
4 maneras de tapar un hoyo,1996,8,,7.5,36,,0,1,0,0,0,0,1
4 marmittoni alle grandi manovre,1974,90,,4,61,,0,0,1,0,0,0,0
4 mavra kostoumia,2010,90,,5.4,541,,0,0,1,0,0,0,0
4 mosche di velluto grigio,1971,104,,6.7,4733,,0,0,0,0,0,0,0
4 nyfes ki enas gabros,1958,90,,5.4,18,,0,0,1,0,0,1,0
4 passi fra le nuvole,1942,88,,7.5,202,,0,0,1,1,0,0,0
4 x 4,1965,105,,7.5,37,,0,0,1,1,0,0,0
4 x 6,2008,7,8000,6.4,5,,0,0,0,1,0,0,1
4-4-2 - Il gioco pi bello del mondo,2006,100,,5.8,179,,0,0,1,0,0,0,0
4-Cylinder 400,2004,23,,8.6,14,,0,0,0,0,1,0,1
4-kyo-si Choo-ri-yeong-yeok,2009,86,,6.1,216,,1,0,0,1,0,0,0
4.2.3.,2011,13,,6.8,20,,0,0,0,1,0,0,1
4.3.2.1.,2010,117,4600000,5.9,9217,,0,0,0,0,0,0,0
4/61: Mauern-Positiv-Negativ und Weg,1961,6,,6.7,9,,0,0,0,0,0,0,1
40,2002,12,,7.1,22,,0,0,0,0,0,0,1
40,2009,89,,6.9,1107,,0,0,0,1,0,0,0
40 Ate,2012,7,35000,9.3,27,,1,0,1,0,0,0,1
40 Carats,1973,110,,6.3,479,,0,0,1,0,0,1,0
40 Days and 40 Nights,2002,96,17000000,5.6,62213,R,0,0,1,0,0,1,0
40 Days and Nights,2012,86,,2.4,1552,,1,0,0,0,0,0,0
40 Days at Base Camp,2011,54,,6.9,41,,0,0,0,0,1,0,0
40 Fears,2011,78,55000,7,7,,0,0,1,0,0,0,0
40 Guns to Apache Pass,1966,95,400000,5.8,550,,0,0,0,0,0,1,0
40 Is the New 20,2009,93,,5.7,18,,0,0,1,0,0,0,0
40 Minutes,2014,12,,6.1,8,,0,0,0,1,0,0,1
40 Minutes,2016,15,,8.2,6,,0,0,0,1,0,0,1
